views,comments,likes,score
27,18,23,0
14,15,49,75
24,44,1,90
3,22,27,60
23,11,50,93
49,7,22,26
22,16,3,62
14,0,30,3
49,25,47,75
6,8,5,91
0,18,15,17
21,37,29,45
8,21,7,66
13,33,39,55
6,1,14,71
31,43,42,24
43,11,30,28
41,11,42,40
14,15,13,33
15,6,47,66
6,30,42,98
16,37,6,56
27,30,30,91
17,39,31,88
46,9,10,54
34,8,2,94
45,24,9,30
27,31,32,20
20,38,25,37
46,21,39,80
21,42,15,87
37,43,9,67
25,47,11,100
41,6,19,75
43,25,48,44
23,1,49,50
32,29,6,73
30,34,16,55
20,2,35,55
48,32,44,47
14,46,25,39
34,28,23,2
8,12,38,82
10,29,47,65
11,48,47,91
42,19,15,55
9,42,28,61
43,14,24,20
34,10,35,85
44,35,18,61
19,36,32,67
29,7,38,58
10,38,11,52
30,17,11,17
19,15,48,93
20,21,34,30
32,11,39,93
33,50,47,38
48,50,28,24
12,37,22,94
47,0,10,32
0,36,8,16
38,26,22,65
31,28,15,70
40,1,35,65
33,29,33,59
5,39,37,97
22,5,23,36
39,23,4,61
10,48,50,51
1,29,23,15
11,9,4,65
29,26,42,63
10,10,43,92
4,41,5,68
22,26,8,51
2,1,36,73
11,18,11,18
12,8,17,79
15,34,14,19
9,49,8,31
35,45,28,70
22,32,32,60
17,33,3,99
42,27,25,92
18,40,14,11
41,46,17,81
25,14,44,29
40,28,11,15
24,42,50,31
20,42,14,0
44,5,6,67
37,33,45,51
4,47,45,18
49,2,40,29
15,6,18,13
30,17,29,67
48,13,39,91
33,7,35,55
11,41,9,72
8,47,21,88
50,3,48,47
44,20,42,43
25,22,24,36
3,30,7,76
1,9,37,17
25,44,49,62
44,13,10,5
8,13,9,46
24,26,20,62
50,15,8,88
6,24,32,83
26,33,47,65
37,21,25,75
23,35,36,88
11,33,3,74
8,47,23,7
34,28,13,47
47,2,50,50
25,35,2,25
48,45,50,71
1,24,10,83
41,1,25,97
7,6,44,92
24,44,49,44
36,43,11,85
12,32,47,39
10,2,21,21
29,21,16,8
1,15,45,55
5,38,33,65
16,33,12,51
45,43,27,74
6,3,14,64
38,7,1,85
17,17,2,1
18,13,25,31
0,8,22,36
8,14,43,78
39,19,40,52
40,2,17,82
46,12,41,27
23,42,13,73
32,38,2,13
40,17,1,67
5,35,30,64
36,6,36,21
49,39,0,11
0,7,47,32
21,3,9,37
32,46,37,91
13,38,49,72
45,27,4,66
16,10,16,31
29,39,37,67
11,10,11,69
40,43,20,29
1,13,40,74
50,40,14,22
38,10,22,73
39,36,5,62
23,44,6,14
22,26,16,60
47,40,46,39
34,24,25,18
35,42,13,69
10,35,12,22
32,45,42,68
15,37,26,61
41,36,25,86
31,3,42,49
37,4,32,56
45,36,40,48
30,33,34,19
24,45,27,53
37,42,39,95
25,13,39,21
41,16,10,16
26,32,32,22
20,5,44,52
16,5,21,98
3,33,9,54
32,11,16,79
35,23,20,47
15,14,2,71
48,2,26,44
11,20,34,79
15,2,29,87
10,6,3,68
0,34,20,67
18,48,45,22
1,36,46,91
46,10,34,65
6,0,18,58
0,21,22,20
30,4,12,29
19,30,26,55
44,6,32,54
32,34,26,1
7,47,41,35
43,6,42,60
26,44,48,30
44,28,47,32
13,1,1,90
49,19,47,96
1,2,4,23
21,14,49,33
32,27,23,87
21,38,48,2
25,20,38,1
21,35,33,75
8,19,7,60
47,24,37,70
49,7,17,70
24,22,38,11
28,49,17,71
37,32,31,44
31,35,35,94
19,20,43,68
21,30,39,87
40,30,34,57
32,47,21,54
9,27,37,74
38,45,31,55
16,1,9,10
20,17,10,74
10,43,33,63
34,41,17,68
39,21,26,55
11,0,6,80
21,41,3,60
46,42,20,52
6,40,15,52
0,27,48,14
7,35,29,54
3,14,18,63
15,36,28,60
31,3,1,27
22,14,35,26
41,12,8,70
1,18,44,5
38,8,43,4
35,42,9,21
10,33,16,85
10,40,37,88
2,31,23,53
40,5,23,1
43,9,35,59
36,0,10,95
30,26,4,90
5,38,27,62
47,19,42,88
25,41,12,91
1,45,44,32
33,19,34,52
34,12,24,31
45,9,48,45
38,47,16,3
24,30,44,35
28,24,49,21
7,8,29,22
32,14,0,77
41,12,28,52
5,20,45,91
15,45,9,69
14,35,25,47
45,40,10,36
5,11,46,65
26,46,32,10
39,39,18,85
28,47,29,87
1,49,26,70
12,27,27,47
40,17,43,63
24,50,35,29
30,11,2,98
20,37,19,62
8,38,35,25
29,39,28,61
33,19,24,100
20,32,46,55
49,44,12,69
24,4,38,70
33,33,37,78
14,12,10,56
15,36,7,89
49,37,21,96
46,41,46,78
21,9,49,67
4,6,25,68
49,33,22,53
2,0,20,40
2,0,49,34
21,27,22,55
13,18,33,6
26,26,35,95
38,11,40,100
16,24,36,57
35,32,25,68
21,21,29,85
17,41,10,8
8,45,41,77
50,7,22,69
49,1,16,82
13,16,2,24
1,15,2,52
33,34,32,71
25,16,20,50
43,1,44,24
31,48,29,8
36,5,40,27
13,23,19,3
41,4,45,71
21,14,22,59
39,20,7,58
12,0,45,48
29,0,27,48
50,9,44,65
11,12,40,9
31,18,19,98
40,22,43,63
4,16,43,74
27,18,22,92
3,5,31,76
6,46,11,96
0,5,11,59
2,12,37,75
43,16,24,56
25,16,30,67
43,45,49,91
18,37,24,58
20,50,0,53
39,3,16,66
4,32,24,71
4,41,39,21
43,12,47,56
21,35,38,92
46,9,21,44
6,24,3,58
13,42,0,26
14,50,28,60
45,46,44,59
31,27,11,66
44,21,9,65
40,22,38,14
22,22,28,75
40,32,49,2
26,24,1,100
41,9,24,94
24,43,22,73
49,48,49,5
27,49,48,34
45,39,27,98
4,18,48,95
19,38,20,67
23,39,17,99
41,34,30,68
43,5,8,77
4,36,22,75
31,30,49,14
39,26,23,70
28,15,42,92
46,8,9,75
50,48,12,16
15,4,45,55
24,45,24,77
14,23,37,31
5,3,15,82
29,40,42,27
33,22,29,74
29,13,5,56
26,19,17,54
2,34,39,74
45,33,12,83
17,43,48,79
25,41,23,77
6,2,18,6
49,7,20,32
33,38,28,17
0,48,50,98
31,2,25,60
32,48,21,41
15,26,16,22
13,30,23,57
23,39,16,69
2,6,33,100
23,19,32,25
12,35,43,31
45,47,26,48
2,40,44,7
20,43,27,16
4,40,26,70
13,26,29,48
12,27,30,53
43,10,0,83
48,44,42,16
7,13,45,92
21,3,31,56
22,48,5,31
13,45,11,61
7,29,37,58
13,20,19,81
31,5,10,55
46,12,18,83
14,11,30,23
36,22,32,69
11,35,19,40
0,15,15,83
31,18,31,19
4,10,28,35
1,20,16,53
35,27,5,13
35,35,46,77
28,24,40,96
10,9,21,61
21,6,29,77
35,26,46,78
27,1,37,73
11,33,41,60
11,47,3,99
24,45,39,61
24,26,38,13
47,30,5,71
47,33,8,70
34,1,47,2
34,2,50,100
38,3,43,15
27,20,22,61
11,22,21,94
40,41,17,61
15,49,18,77
27,0,18,50
43,26,12,72
39,42,43,39
4,33,31,65
5,46,19,34
28,40,20,18
7,49,43,47
32,9,4,72
29,48,14,59
43,19,40,89
4,10,3,5
47,3,22,54
6,9,19,34
48,14,24,60
34,22,22,67
47,42,2,49
27,20,48,31
47,2,43,66
45,25,21,73
29,42,11,46
48,35,17,77
23,16,7,21
47,14,14,64
25,4,21,96
17,23,0,65
24,22,6,74
14,12,42,22
10,24,12,86
26,35,27,58
47,10,20,26
1,12,50,69
14,18,10,78
19,3,25,54
24,3,24,69
4,25,0,48
30,42,33,78
6,37,8,85
34,7,7,32
35,22,24,57
32,8,32,66
47,23,47,65
48,23,27,81
49,11,7,49
13,29,41,100
45,8,48,91
34,47,45,31
5,49,33,80
32,6,45,87
11,21,47,71
47,16,19,13
1,38,8,23
40,28,34,4
48,49,9,70
14,4,43,87
0,17,13,31
13,7,39,65
9,4,43,73
9,23,24,37
50,32,5,96
26,8,15,73
1,41,50,28
0,46,32,31
19,15,26,86
7,34,28,46
37,18,18,80
2,18,27,54
23,40,22,40
16,25,28,29
15,19,42,72
46,17,16,31
11,41,4,89
2,41,50,48
2,28,40,33
12,23,44,53
31,47,29,58
21,31,34,98
48,16,16,60
11,34,22,11
25,43,20,49
26,40,18,61
31,10,34,55
50,40,45,52
17,43,17,30
39,13,10,50
4,25,39,8
7,16,2,97
38,35,8,55
35,17,16,98
47,50,17,40
44,10,39,63
17,34,48,35
39,11,31,25
5,48,40,82
9,31,11,86
17,0,40,99
41,4,42,86
48,24,36,62
7,31,7,61
6,15,26,70
25,45,20,55
27,37,18,62
42,32,44,56
26,20,9,98
40,21,21,58
29,47,50,63
16,16,16,75
33,38,6,68
17,34,32,64
28,29,17,57
31,7,33,93
3,7,20,20
46,41,27,73
25,35,22,24
46,38,4,19
16,47,40,52
40,9,45,63
28,29,39,100
40,38,2,36
9,44,34,9
27,40,22,61
44,26,6,8
19,22,48,73
4,48,34,98
4,37,3,64
9,15,35,75
0,32,28,67
28,39,28,20
15,42,9,68
10,3,41,58
21,40,6,100
39,36,1,35
5,36,31,70
21,21,40,43
4,13,17,66
37,27,14,67
30,2,40,58
11,39,27,0
22,30,31,97
11,11,24,46
20,28,47,65
18,27,27,56
28,22,45,13
32,24,43,64
18,18,5,19
36,15,25,34
3,6,25,2
15,32,33,98
32,43,16,62
20,4,34,95
41,38,19,81
33,18,25,46
45,6,35,53
28,20,5,75
29,7,41,18
11,19,19,61
1,29,41,28
4,38,42,43
34,18,8,54
34,41,48,54
41,28,44,98
11,50,15,57
14,31,7,7
33,26,39,46
49,46,0,61
17,12,10,87
36,28,31,74
7,25,13,70
35,30,19,54
18,44,1,70
16,42,26,36
3,6,43,7
4,10,3,67
2,33,34,66
37,18,38,7
41,33,35,17
5,6,16,9
31,50,18,34
4,41,29,26
26,37,34,48
19,32,35,71
10,22,46,95
38,31,24,71
26,34,49,14
10,21,29,93
37,13,1,69
30,27,27,99
0,43,29,57
34,13,36,77
21,16,2,72
23,43,20,53
35,31,34,96
30,27,48,28
4,19,14,87
43,8,29,14
19,18,12,82
30,25,43,72
28,18,45,77
12,34,24,7
17,50,26,41
41,50,15,66
45,13,50,74
50,3,7,84
3,46,37,15
5,47,8,76
10,36,10,65
6,46,0,52
15,9,49,40
6,7,28,63
32,9,48,100
46,4,22,59
1,11,15,37
14,34,10,57
23,45,25,62
27,9,14,70
1,26,14,75
48,14,5,34
9,21,16,15
33,26,41,70
18,38,17,70
0,9,16,98
12,16,26,56
43,10,49,45
43,31,44,46
22,48,8,100
44,24,19,70
17,45,49,3
15,37,26,64
8,19,39,15
48,47,36,71
37,40,13,92
4,42,19,41
40,45,45,85
35,11,46,98
14,30,14,62
36,25,12,8
24,15,34,30
44,39,3,14
3,27,5,8
41,25,42,61
49,45,6,37
24,35,14,8
48,49,9,15
19,36,22,85
42,9,0,8
33,23,8,75
7,20,34,84
29,5,39,61
5,17,40,61
15,28,9,51
19,31,27,44
17,44,24,61
46,42,39,54
28,7,4,12
5,2,34,47
3,12,3,21
39,22,38,64
45,36,9,71
48,17,39,77
39,3,6,8
14,14,6,53
6,28,37,72
25,30,1,66
31,48,36,50
3,2,33,22
11,40,45,46
48,27,3,100
28,36,15,68
41,0,8,35
50,45,48,62
4,7,3,56
21,29,27,58
8,2,13,13
2,33,40,55
37,8,45,66
1,13,20,26
47,22,49,90
19,45,30,75
13,28,30,10
46,24,49,64
44,24,17,73
11,24,16,86
25,35,1,49
21,7,10,51
42,6,31,2
18,41,25,17
48,20,47,95
2,11,45,54
43,10,9,27
2,5,33,28
30,47,34,81
48,49,8,87
8,35,30,35
35,16,2,0
37,50,7,16
12,34,9,90
43,15,5,14
4,44,46,47
18,0,14,54
4,47,31,34
50,47,5,55
50,17,10,65
13,6,8,5
10,30,42,62
7,25,33,53
34,44,8,75
46,9,20,7
34,30,18,42
32,4,49,2
46,33,30,46
43,49,6,41
47,43,32,53
15,18,7,23
11,30,17,53
3,48,17,98
33,32,29,96
50,39,43,55
25,36,39,63
40,12,41,15
49,38,33,57
25,16,10,87
48,42,21,50
17,16,12,67
9,50,46,88
10,10,11,87
24,34,42,59
16,12,38,87
22,47,10,93
48,9,43,70
28,40,40,50
40,26,6,69
7,45,32,57
45,19,29,45
2,45,9,56
2,19,35,81
1,48,15,91
40,46,4,20
38,5,24,30
30,15,50,54
24,36,46,14
9,40,2,62
42,6,6,9
28,43,10,42
31,5,9,39
2,46,12,18
36,39,28,47
36,8,46,59
11,33,23,43
22,7,33,88
5,16,22,85
21,26,14,73
33,38,35,90
10,6,5,83
27,35,24,5
37,38,42,55
16,0,46,26
37,33,47,29
12,0,2,58
41,48,45,21
8,41,1,72
7,23,30,21
32,3,19,82
37,25,19,29
10,35,40,87
32,15,19,56
43,9,34,51
6,26,13,97
26,38,48,79
10,40,21,54
46,23,7,10
27,14,15,39
10,37,21,94
50,1,1,95
35,28,27,16
13,9,20,68
6,17,39,24
16,22,18,12
45,39,42,84
41,16,34,41
18,41,1,15
40,44,44,67
15,3,9,67
13,20,40,58
24,28,5,83
12,50,46,66
28,31,34,16
5,22,35,48
9,17,48,82
32,26,6,6
8,50,18,65
15,8,35,65
32,22,31,31
5,29,3,55
46,19,50,51
19,39,30,59
25,7,46,69
41,41,1,30
28,29,4,38
1,48,41,94
8,1,27,93
1,17,16,86
26,13,5,27
27,39,12,33
0,6,26,53
1,33,20,27
2,25,28,40
50,1,5,10
7,13,7,59
50,5,45,46
23,17,40,59
38,6,25,58
43,11,29,53
34,38,27,93
7,16,47,87
6,14,26,3
26,16,30,46
40,20,20,55
50,37,40,60
8,45,15,63
1,45,44,10
10,4,26,91
1,13,6,96
50,43,30,86
8,45,26,39
8,30,1,75
3,20,18,86
35,42,43,49
18,27,10,57
29,46,48,28
39,34,37,68
20,38,25,30
17,50,13,42
10,46,21,41
13,50,17,41
19,39,29,19
10,12,37,15
23,5,4,0
21,32,13,64
50,29,2,93
39,31,16,86
22,42,49,48
11,3,2,55
35,50,24,83
8,26,15,92
3,37,3,50
35,25,49,56
37,45,25,95
32,18,30,71
12,6,36,60
50,24,50,69
35,27,15,75
40,5,0,41
50,26,44,93
5,26,10,74
20,10,2,56
15,25,4,35
21,39,32,84
21,13,45,57
15,41,22,82
26,18,16,33
39,2,8,11
25,28,17,100
14,15,37,26
50,11,38,66
37,33,8,7
43,10,33,61
21,3,22,10
12,23,46,73
5,26,37,88
18,25,34,72
37,33,48,91
30,39,30,35
6,27,9,87
4,36,33,82
28,5,39,95
32,2,11,22
43,36,33,51
13,36,29,52
50,29,29,62
33,43,10,66
45,36,16,42
35,28,29,47
27,29,4,18
28,7,42,73
21,8,24,97
47,20,6,33
7,5,26,100
29,41,9,55
46,15,4,68
13,6,43,87
19,2,49,6
34,6,17,83
22,20,40,30
17,4,35,21
39,13,42,84
15,30,10,57
28,30,29,95
7,19,28,78
19,46,23,61
21,26,44,98
24,38,42,82
18,39,4,69
40,47,8,40
21,29,24,93
49,15,38,14
42,2,36,95
5,46,8,11
44,47,17,29
7,46,43,53
17,6,46,37
7,33,25,12
12,17,11,65
47,33,47,15
19,18,9,76
24,21,9,67
15,29,31,83
26,29,20,35
45,13,4,29
37,35,37,3
13,30,46,31
36,11,4,71
40,47,46,62
34,21,44,50
46,40,36,63
9,50,12,75
0,49,24,23
1,32,5,29
45,11,14,51
18,14,6,84
30,45,39,10
34,11,3,69
44,46,2,87
29,47,44,7
18,10,22,53
41,42,43,46
14,40,24,52
18,21,30,53
39,40,8,22
9,26,25,91
42,27,11,46
0,2,11,64
1,22,15,60
28,37,46,8
36,37,27,25
19,44,0,84
35,10,12,15
49,4,42,27
16,32,5,62
21,36,35,61
6,9,33,93
34,4,31,64
42,12,9,62
9,14,24,13
48,48,8,93
22,33,38,64
14,32,4,12
50,34,44,75
27,9,24,49
18,11,22,62
47,16,45,63
4,4,39,79
2,27,26,28
42,45,44,75
24,35,35,64
32,7,19,23
38,33,4,91
44,37,2,41
45,21,18,34
45,14,49,32
13,17,24,98
18,41,6,64
50,6,30,8
47,32,32,68
8,48,22,32
5,37,3,55
46,39,21,87
0,19,8,72
18,10,18,25
16,40,15,81
43,29,37,61
18,16,14,85
33,33,2,78
36,48,39,75
6,40,46,68
11,22,39,89
33,14,27,20
34,39,31,94
25,25,37,78
41,44,2,66
11,44,31,48
19,12,12,9
0,41,41,57
16,29,2,59
41,34,4,39
1,2,14,12
36,48,41,38
27,40,26,100
40,25,26,52
20,6,4,87
2,11,40,34
23,40,40,87
44,27,43,31
35,37,24,73
5,5,10,98
11,38,6,60
19,3,11,43
7,16,44,39
3,22,26,41
30,25,43,89
30,7,24,60
30,45,37,32
49,28,48,59
7,1,43,24
16,39,11,83
10,28,6,3
5,31,37,27
17,44,46,45
50,42,32,9
10,1,21,71
1,10,42,96
47,13,50,85
9,29,30,69
15,25,0,85
32,3,1,51
1,0,39,15
11,14,15,82
13,26,49,56
33,28,42,74
7,49,5,33
39,44,46,25
28,31,11,97
34,13,36,72
20,40,29,13
50,17,48,29
12,29,30,55
8,29,31,41
1,34,3,56
34,34,43,20
1,36,1,58
40,36,30,79
35,38,0,83
23,17,42,27
24,42,13,32
4,46,8,55
34,27,20,94
23,4,22,55
1,22,48,55
10,50,36,46
13,43,28,31
6,4,33,100
20,13,30,55
31,7,25,58
16,39,26,68
29,49,44,77
18,3,40,95
35,38,38,45
49,3,16,92
16,8,13,61
12,8,11,54
23,33,2,9
18,31,43,70
3,47,0,36
0,16,2,74
39,33,6,79
43,41,16,40
24,50,41,66
8,11,36,34
43,46,12,74
24,19,17,72
42,16,27,45
2,46,18,49
23,6,0,65
17,16,32,73
0,41,38,60
40,12,10,56
41,22,40,20
50,20,48,73
27,38,38,10
4,37,42,32
24,22,13,25
45,42,10,70
28,42,28,24
40,2,33,3
31,10,40,61
25,46,26,81
30,45,36,74
8,36,31,100
40,49,38,62
42,36,26,51
17,35,18,76
46,43,15,56
20,41,36,66
43,14,18,45
14,49,31,74
40,48,3,83
28,32,38,41
33,1,46,44
42,44,48,63
17,4,27,96
49,47,5,28
43,35,23,36
1,43,30,50
20,1,1,60
10,9,31,60
27,6,42,31
41,3,34,2
41,50,32,69
9,40,40,57
38,39,7,69
9,42,42,26
27,10,14,67
41,0,4,96
43,33,4,30
23,30,48,85
41,39,13,82
47,20,6,71
0,10,32,42
9,21,32,82
3,39,46,66
22,13,2,59
2,50,34,22
37,46,19,59
20,16,5,76
4,50,2,96
7,46,2,19
20,41,31,65
19,34,15,90
12,8,32,13
11,24,3,72
3,1,16,59
16,16,2,97
8,32,9,100
25,43,46,47
44,34,48,51
4,22,1,70
37,1,2,84
37,46,25,59
49,30,31,88
43,14,14,64
34,49,48,2
48,46,45,87
39,18,21,68
3,46,12,35
17,45,8,33
24,37,7,44
48,34,42,38
23,17,25,60
50,3,40,70
22,30,44,78
40,7,2,20
5,18,10,34
38,10,38,93
33,6,39,75
9,39,14,99
25,26,45,43
48,50,12,63
10,22,6,99
19,26,2,54
4,48,36,56
1,7,7,81
2,24,7,71
48,47,25,81
38,18,31,75
17,33,26,41
18,49,30,0
26,25,37,45
16,49,40,40
13,46,20,95
24,32,47,51
45,0,31,66
36,46,44,67
12,48,16,36
34,36,23,43
10,44,47,61
44,32,30,63
5,19,24,76
44,27,37,22
1,2,42,65
32,20,0,35
30,33,27,66
3,4,45,75
46,31,48,2
50,34,22,63
44,33,42,51
12,47,22,21
28,30,47,19
16,45,19,59
12,25,47,42
39,10,10,88
8,50,33,69
0,3,9,79
1,45,14,91
7,40,17,41
50,27,13,62
45,46,45,51
2,29,37,41
20,34,6,48
28,40,12,71
42,26,36,17
16,33,47,54
50,50,8,93
11,20,19,52
48,45,43,1
24,20,45,61
14,29,15,10
3,21,35,41
35,39,47,42
21,7,3,73
33,48,48,40
12,31,26,52
37,6,17,69
22,8,42,54
31,34,35,65
35,12,26,94
29,38,46,90
18,43,43,45
29,27,22,58
1,0,43,77
2,48,20,77
46,3,3,90
6,16,37,69
45,29,24,76
36,8,7,100
7,35,48,66
44,26,4,70
29,36,44,0
22,3,23,85
50,43,44,64
37,36,23,20
30,16,28,28
6,14,32,51
5,12,23,65
12,44,27,50
35,29,15,57
40,30,24,26
27,13,18,1
47,19,41,73
29,4,27,58
25,31,9,41
37,7,3,89
6,11,36,66
41,48,26,4
23,6,22,38
33,42,30,59
17,0,42,60
34,1,0,58
42,9,7,59
48,44,18,12
7,12,17,65
30,18,4,53
41,22,2,19
20,3,37,44
7,27,24,37
10,16,7,55
14,36,27,90
25,20,45,44
32,21,0,68
2,0,0,43
5,14,37,78
1,5,37,67
15,7,18,30
26,34,32,86
27,48,23,32
24,41,24,54
18,47,9,27
46,22,16,0
21,26,17,26
27,40,34,67
43,15,2,81
5,10,28,11
1,17,40,92
29,30,37,70
6,50,48,71
35,15,50,11
15,11,46,59
23,7,10,84
23,5,27,69
16,33,19,92
18,14,43,39
9,41,50,64
20,19,17,69
41,29,33,15
18,6,47,95
6,48,1,34
3,38,0,91
4,43,36,81
4,48,23,63
6,11,31,69
38,44,42,88
2,0,42,47
43,3,42,30
8,23,46,51
37,0,20,69
27,42,16,79
10,3,27,68
48,16,21,21
10,49,28,65
31,6,27,86
47,14,43,41
8,5,47,6
33,40,32,7
34,43,23,62
24,36,18,80
17,5,1,28
14,3,42,51
18,4,0,54
29,49,44,69
25,31,18,95
45,11,26,52
49,25,47,52
48,13,47,81
32,17,14,93
46,31,7,77
32,30,0,61
41,1,36,66
34,31,21,44
32,28,43,57
31,9,21,10
27,45,20,21
42,5,5,68
15,20,16,34
44,34,34,32
48,9,44,50
8,40,50,79
6,30,47,53
1,49,46,50
0,43,13,50
20,32,36,74
23,35,0,62
43,46,11,12
6,8,33,62
24,29,7,6
32,20,4,65
1,6,29,67
49,50,48,30
38,25,25,68
10,41,50,25
41,17,30,59
36,23,16,52
42,18,7,99
45,4,39,67
39,21,47,25
15,21,31,41
4,44,38,68
8,43,6,32
16,41,3,69
20,46,46,98
43,8,8,98
24,40,9,59
45,37,18,54
3,50,12,61
11,10,25,52
11,42,30,64
10,29,3,92
6,45,5,17
44,50,6,34
49,32,8,75
6,24,22,42
24,33,18,30
2,38,15,82
42,46,14,30
1,8,9,58
0,28,50,53
38,22,11,85
34,22,25,65
17,44,46,69
26,36,42,60
15,23,24,30
39,41,19,90
14,17,32,52
2,31,38,69
49,11,33,18
27,34,43,67
39,22,19,57
2,49,0,6
1,48,3,33
49,42,1,72
29,31,44,48
6,0,25,69
9,31,42,71
42,33,45,98
46,49,23,60
3,18,39,46
13,27,0,53
48,20,29,84
0,42,1,67
5,23,43,78
43,38,21,52
7,6,22,15
25,29,30,17
6,41,16,14
41,32,26,22
5,24,26,58
48,21,46,69
21,42,48,33
37,12,35,77
7,42,11,92
45,36,16,54
12,9,23,40
25,25,49,61
5,29,11,73
50,9,44,61
49,4,25,53
46,44,40,97
47,15,0,88
23,12,11,43
17,3,7,87
8,43,25,79
46,0,12,66
8,3,46,40
34,13,4,16
33,18,5,71
10,42,21,96
40,5,46,63
47,49,7,75
42,43,48,46
9,50,17,29
31,18,42,61
14,4,14,36
34,32,34,69
28,23,12,67
16,34,15,1
37,43,35,58
47,48,19,64
21,26,43,32
3,40,39,35
14,3,21,84
24,39,41,11
27,31,33,34
0,4,0,21
24,47,15,26
15,24,10,79
32,46,15,67
6,34,33,67
45,24,9,33
29,43,39,60
34,3,17,51
8,27,31,43
37,9,31,71
39,8,19,59
49,18,40,68
1,8,43,42
40,9,6,93
16,49,25,59
12,29,13,69
12,3,12,4
9,1,19,97
6,21,25,59
0,5,20,84
14,8,45,3
39,22,3,31
11,36,33,4
36,30,2,73
36,16,49,49
6,48,14,73
11,0,43,94
36,39,41,94
48,48,47,61
40,8,20,51
15,31,32,62
44,20,3,94
30,16,15,28
22,44,16,74
0,39,12,93
29,4,47,77
22,9,23,84
47,27,48,74
29,8,15,32
28,29,27,70
39,24,17,98
40,19,8,59
7,28,31,15
18,37,0,37
13,46,18,55
45,6,33,72
3,11,4,0
0,13,39,100
41,23,26,77
33,2,39,85
20,44,24,86
0,27,46,78
19,29,26,61
19,16,7,78
49,22,36,52
10,30,21,90
27,26,5,80
48,7,10,57
2,43,14,75
23,3,43,41
22,8,22,34
17,24,15,36
43,18,5,30
36,20,21,79
21,42,44,67
46,41,28,29
17,41,42,25
42,7,43,34
16,36,21,79
2,48,22,68
14,9,9,94
13,2,13,66
42,9,32,65
50,16,0,56
37,46,14,20
49,50,36,21
10,47,28,100
7,25,34,92
32,26,38,74
9,28,33,43
26,35,14,63
14,36,44,40
39,4,33,96
37,33,21,23
42,34,15,64
11,31,9,27
45,13,20,64
11,29,46,62
5,16,42,94
39,40,5,84
5,30,20,1
22,14,14,38
12,38,11,9
14,3,8,36
17,13,49,40
32,34,36,51
16,8,19,96
25,33,13,70
45,9,6,52
11,31,25,57
44,40,37,83
22,0,36,94
0,30,6,3
27,23,41,74
37,8,14,23
39,41,9,10
17,37,11,4
33,0,38,51
27,40,18,49
19,30,32,21
38,6,15,76
29,4,1,35
41,20,29,41
28,7,41,50
30,10,7,69
1,7,13,8
27,15,5,15
35,28,21,30
16,39,35,52
4,8,27,39
32,6,37,59
38,39,13,43
33,13,0,75
15,47,12,84
16,2,8,83
31,47,14,37
11,21,20,60
16,26,31,3
32,11,31,40
7,9,36,72
22,39,35,11
41,16,16,51
19,36,17,70
7,2,16,64
25,13,2,29
37,8,1,3
14,47,13,76
15,42,33,97
41,22,5,26
15,48,17,17
6,10,47,32
30,6,6,91
28,30,50,31
49,2,36,75
24,18,12,49
33,31,50,35
25,37,9,83
9,36,36,34
26,17,0,73
50,6,43,41
10,30,40,59
12,5,42,53
15,13,45,89
45,14,3,74
3,35,26,29
45,10,12,94
48,30,48,26
24,15,50,75
4,10,50,70
46,4,38,65
27,37,49,64
18,23,2,45
38,40,28,20
20,0,32,61
24,36,16,70
25,29,17,45
50,37,13,54
29,37,29,90
28,48,1,52
29,32,41,88
5,39,38,26
0,44,8,41
10,15,44,73
21,15,49,2
25,48,33,88
36,20,0,88
30,3,30,69
3,33,5,70
39,32,13,63
25,15,27,56
3,1,20,80
10,14,12,49
23,45,8,56
31,15,49,84
50,44,40,26
8,37,0,58
34,13,33,90
25,20,21,66
30,2,14,31
25,11,10,82
38,40,43,38
2,21,44,74
36,1,24,89
18,13,8,74
41,33,50,6
2,12,48,66
43,17,31,84
15,22,35,82
32,47,0,70
50,11,41,77
30,47,5,53
14,28,0,11
35,7,35,66
16,45,7,67
45,14,4,51
23,32,29,69
14,16,41,63
33,26,40,41
27,13,34,7
14,24,29,62
35,48,44,78
13,50,44,83
38,0,44,87
4,38,41,32
26,41,14,51
50,7,25,24
11,10,42,54
16,47,28,77
32,13,27,65
31,5,17,56
8,26,15,15
9,8,48,26
22,2,49,62
31,21,49,86
12,14,42,65
21,36,48,54
0,4,31,59
40,21,34,92
43,33,11,54
13,8,22,33
48,31,4,78
49,15,34,64
49,20,17,18
28,10,19,19
35,14,26,78
38,21,42,56
35,23,17,42
13,6,15,26
39,36,46,86
15,39,6,80
38,19,12,60
33,1,23,91
9,33,10,14
31,33,28,91
23,23,7,53
4,25,5,29
17,29,10,88
28,17,10,56
39,31,18,76
7,31,50,72
19,4,23,85
19,43,19,59
34,6,34,55
4,6,48,75
44,31,29,50
34,15,14,60
43,8,22,93
0,48,48,69
21,26,47,56
31,18,40,9
46,40,10,63
40,26,25,51
0,9,15,96
39,27,20,37
29,9,46,67
50,17,27,17
15,8,7,80
34,47,25,20
18,39,8,51
30,18,36,96
7,7,25,36
35,43,34,95
19,44,25,21
49,8,4,30
42,28,33,87
20,39,34,39
23,45,0,18
38,10,16,70
29,2,3,96
10,19,23,48
17,50,39,51
8,37,12,30
13,26,23,65
15,14,17,19
27,35,34,34
8,18,20,64
9,14,16,61
9,47,38,53
7,19,24,63
